occupations	name
5313	Coverer, roof 
8115	Coverer, rubber (cable mfr) 
8113	Coverer, rubber (surgical dressing mfr) 
8115	Coverer, rubber (textile mfr) 
8137	Coverer, umbrella 
8115	Coverer, wheel (rubber)
8115	Coverer, wire (insulated wire, cable mfr) 
5423	Coverer (bookbinding) 
8139	Coverer (cardboard box mfr) 
5419	Coverer (coat hanger mfr) 
8132	Coverer (corset mfr) 
8129	Coverer (insulated wire, cable mfr) 
5413	Coverer (leather goods mfr) 
8139	Coverer (piano, organ mfr) 
8115	Coverer (rubber goods mfr) 
8139	Coverer and liner, case 
9111	Cowman 
3513	Coxswain 
8113	Crabber, french 
8113	Crabber, yorkshire 
9119	Crabber (fishing) 
8113	Crabber (textile mfr) 
8111	Cracker, egg 
5441	Cracker-off 
9111	Craftsman, agricultural 
9139	Craftsman, assistant (metal trades) 
5314	Craftsman, distribution (gas supplier) 
5241	Craftsman, electrical 
5223	Craftsman, enhanced (power station) 
5223	Craftsman, engineering 
9112	Craftsman, forest 
9112	Craftsman, forestry 
5319	Craftsman, general (building construction) 
5314	Craftsman, governor (gas supplier) 
5224	Craftsman, instrument 
5316	Craftsman, light, leaded 
5241	Craftsman, maintenance (electrical)
5223	Craftsman, maintenance (mechanical)
5223	Craftsman, mechanical 
5442	Craftsman, museum 
5449	Craftsman, research and development 
5241	Craftsman, transmission (electricity supplier) 
5314	Craftsman, transmission (gas supplier) 
5223	Craftsman, underground (coal mine) 
5249	Craftsman (electricity supplier) 
5314	Craftsman (gas supplier) 
5449	Craftsman (government) 
5224	Craftsman (instrument mfr) 
8125	Cramper (nails, needles)
8112	Cranker (ceramics mfr) 
8112	Cranker-up (ceramics mfr) 
8127	Crater (manufacturing: printing) 
9134	Crater (manufacturing) 
8111	Creamer (biscuit mfr) 
5413	Creaser, vamp 
5413	Creaser (footwear mfr) 
8121	Creaser (printing) 
8113	Creaser (textile mfr) 
8113	Creaser and lapper 
8113	Creeler 
8121	Creosoter, timber 
8113	Creper, silk 
8113	Creper 
6142	Crew, ambulance 
9275	Crew, balloon 
6219	Crew, cabin (shipping) 
6214	Crew, cabin 
9260	Crew, dock 
6215	Crew, train 
9260	Crewman 
3441	Cricketer 
2114	Criminologist 
8132	Crimper, detonator 
8111	Crimper, pasty 
5413	Crimper, vamp 
8129	Crimper (cable mfr) 
8113	Crimper (flax, hemp mfr) 
5413	Crimper (footwear mfr) 
8113	Crimper (textile mfr) 
2471	Critic 
5111	Crofter (farming) 
8113	Crofter (textile mfr) 
9111	Cropper (agriculture) 
8129	Cropper (metal trades) 
8113	Cropper (textile mfr) 
6211	Croupier 
8112	Crowder 
5413	Crowner 
8113	Crozier 
8119	Crusher, bone 
8113	Crusher, burr 
8114	Crusher, calamine 
8122	Crusher, coal (coal mine) 
8119	Crusher, coal 
8111	Crusher, malt 
8111	Crusher, seed 
8123	Crusher, slag 
8123	Crusher (abrasives)
8114	Crusher (chemicals)
8123	Crusher (mines and quarries: minerals)
8119	Crusher (minerals)
8123	Crusher (mine: not coal: rock)
8112	Crusher (ceramics mfr) 
8111	Crusher (seed crushing) 
8123	Crusherman (mine: not coal: rock)
2113	Crystallographer 
8111	Cuber (seed crushing) 
9119	Cultivator, shellfish 
5112	Cultivator, watercress 
8125	Cupper, shell 
2444	Curate 
3218	Curator, instrument 
2452	Curator 
8114	Cureman 
8111	Curer (food products)
8115	Curer (rubber)
8114	Curer (skins)
8113	Curler, feather 
8113	Curler, soft 
8113	Curler, yarn 
5419	Curler (hat mfr) 
8114	Currier 
6232	Custodian, castle 
9241	Custodian, civilian 
9241	Custodian (security services) 
9249	Custodian 
8113	Cutler, cloth 
5449	Cutler, silver 
8129	Cutler 
5215	Cutter, acetylene 
5414	Cutter, alteration 
5419	Cutter, asbestos (mattress, upholstery mfr) 
5431	Cutter, bacon 
5419	Cutter, bag (canvas)
5413	Cutter, bag 
8115	Cutter, band, rubber 
5419	Cutter, bandage 
8125	Cutter, bar 
8113	Cutter, bass 
8121	Cutter, belt (abrasives mfr) 
5413	Cutter, belt 
5419	Cutter, bias 
8125	Cutter, billet (steelworks) 
8111	Cutter, biscuit 
8125	Cutter, blank (spoon, fork mfr) 
8129	Cutter, block (linoleum mfr) 
8129	Cutter, block (wallpaper mfr) 
5414	Cutter, blouse 
8113	Cutter, bobbin 
8123	Cutter, bottom 
8121	Cutter, box (cardboard)
5413	Cutter, brace 
8111	Cutter, bread (bakery) 
5441	Cutter, brick 
5413	Cutter, bridle 
5441	Cutter, brilliant (glass mfr) 
5431	Cutter, butcher's 
8129	Cutter, button, pearl 
8116	Cutter, button 
8125	Cutter, cable 
5414	Cutter, cap 
8121	Cutter, card (paper goods mfr) 
8113	Cutter, card (textile mfr) 
5322	Cutter, carpet 
7111	Cutter, cheese 
8125	Cutter, circle 
8123	Cutter, clay 
5419	Cutter, cloth, umbrella 
5423	Cutter, cloth (bookbinding) 
5414	Cutter, cloth (clothing mfr) 
5414	Cutter, cloth (made-up textiles mfr) 
8113	Cutter, cloth (textile mfr) 
5414	Cutter, clothier's 
5414	Cutter, clothing 
8122	Cutter, coal (coal mine) 
8115	Cutter, collar (rubber)
5414	Cutter, collar 
9112	Cutter, copse 
5449	Cutter, cork 
5419	Cutter, corset 
5414	Cutter, costume 
5449	Cutter, cotton 
5419	Cutter, design (clothing mfr) 
8129	Cutter, design (printing) 
5419	Cutter, designer 
5441	Cutter, diamond (glass mfr) 
5449	Cutter, diamond 
8127	Cutter, die (engraving)
5413	Cutter, die (footwear mfr) 
8115	Cutter, disc (rubber mfr) 
8113	Cutter, dress (fibre)
5414	Cutter, fabric 
5419	Cutter, felt (textile mfr) 
8113	Cutter, fibre 
8129	Cutter, file 
8121	Cutter, film (photographic film mfr) 
5413	Cutter, fittings 
5419	Cutter, flag 
5215	Cutter, flame 
5221	Cutter, flyer 
5414	Cutter, fur 
8113	Cutter, fustian 
5414	Cutter, garment 
5215	Cutter, gas 
5221	Cutter, gear 
8114	Cutter, gimson (brake linings mfr) 
5441	Cutter, glass, optical 
5316	Cutter, glass 
5413	Cutter, glove, boxing 
5414	Cutter, glove 
8125	Cutter, gold 
9119	Cutter, grass 
8119	Cutter, guillotine (asbestos-cement goods mfr) 
5413	Cutter, guillotine (leather goods mfr) 
8125	Cutter, guillotine (metal trades) 
8121	Cutter, guillotine (paper goods mfr) 
8121	Cutter, guillotine (wood products mfr) 
5414	Cutter, hand (clothing mfr) 
5414	Cutter, hat 
9119	Cutter, hay (farming) 
9119	Cutter, heath 
9119	Cutter, hedge 
8113	Cutter, hemp 
5414	Cutter, hosiery 
8129	Cutter, insulation 
8125	Cutter, key 
5414	Cutter, knife, band 
5414	Cutter, knife, hand 
8125	Cutter, knife, machine (metal trades) 
5414	Cutter, knife, machine 
5414	Cutter, knife (leather glove mfr) 
5419	Cutter, laces 
5449	Cutter, leaf (precious metals)
8111	Cutter, leaf (tobacco)
5423	Cutter, leather (bookbinding) 
5414	Cutter, leather (clothing mfr) 
8114	Cutter, leather (tannery) 
5413	Cutter, leather 
8111	Cutter, lemon 
5441	Cutter, lens 
5441	Cutter, letter, glass 
8127	Cutter, letter (die sinking) 
5312	Cutter, letter (monumental masons) 
5414	Cutter, linen (button mfr) 
5414	Cutter, lingerie 
5414	Cutter, lining (clothing mfr) 
5413	Cutter, lining (footwear mfr) 
8139	Cutter, litho (ceramics mfr) 
8111	Cutter, lozenge 
5441	Cutter, lustre, glass 
8125	Cutter, machine, punching (metal trades) 
5414	Cutter, machine (clothing mfr) 
8122	Cutter, machine (coal mine) 
5413	Cutter, machine (leather goods mfr) 
8123	Cutter, machine (mine: not coal) 
8121	Cutter, maker's, box 
8113	Cutter, manilla 
5414	Cutter, mantle 
5414	Cutter, material 
5414	Cutter, measure 
5431	Cutter, meat 
5215	Cutter, metal, scrap 
8125	Cutter, metal 
8112	Cutter, mica 
5222	Cutter, mould 
9119	Cutter, mushroom 
8121	Cutter, negative 
8117	Cutter, nut 
5215	Cutter, oxy-acetylene 
8125	Cutter, panel (metal)
8121	Cutter, panel (wood)
8121	Cutter, paper 
5414	Cutter, pattern, clothing 
5413	Cutter, pattern, iron (footwear mfr) 
5222	Cutter, pattern, metal 
8121	Cutter, pattern, paper 
5414	Cutter, pattern (clothing mfr) 
5413	Cutter, pattern (footwear mfr) 
5419	Cutter, pattern (fur goods mfr) 
8113	Cutter, pattern (jacquard card cutting) 
5413	Cutter, pattern (leather goods mfr) 
5419	Cutter, pattern (textile mfr) 
9119	Cutter, peat 
8111	Cutter, peel 
8113	Cutter, pile 
5221	Cutter, pin, vice 
8125	Cutter, pin 
8116	Cutter, plastics 
5449	Cutter, plate (engraving)
5441	Cutter, plate (photographic film mfr) 
5413	Cutter, press (footwear mfr) 
5413	Cutter, press (leather goods mfr) 
5414	Cutter, press (made-up textiles mfr) 
8121	Cutter, press (paper goods mfr) 
5419	Cutter, press (textile mfr) 
8121	Cutter, print 
5413	Cutter, profile (footwear mfr) 
5221	Cutter, profile 
5413	Cutter, puff 
8127	Cutter, punch 
8113	Cutter, rag 
8125	Cutter, rail 
8125	Cutter, rasp 
9119	Cutter, reed 
5419	Cutter, rib (hosiery, knitwear mfr) 
5419	Cutter, ribbon (typewriter ribbons)
5441	Cutter, ring 
5419	Cutter, roll 
8127	Cutter, roller 
8125	Cutter, rotary (metal trades) 
8121	Cutter, rotary (paper goods mfr) 
8115	Cutter, rubber 
5419	Cutter, sack 
5413	Cutter, saddle 
5413	Cutter, sample (footwear mfr) 
8113	Cutter, scallop 
5215	Cutter, scrap 
5221	Cutter, screw 
8127	Cutter, seal 
5312	Cutter, sett 
8114	Cutter, sheet, asbestos 
8129	Cutter, shell, pearl 
5414	Cutter, shirt 
5413	Cutter, shoe 
5431	Cutter, shopman (butcher's)
8125	Cutter, silver 
5414	Cutter, skin (clothing mfr) 
8114	Cutter, skin (tannery) 
5312	Cutter, slate 
5413	Cutter, slipper 
8114	Cutter, soap 
8121	Cutter, sole (clog)
5413	Cutter, sole 
8114	Cutter, sponge 
5215	Cutter, steel 
5213	Cutter, stencil (metal trades) 
8121	Cutter, stencil (printing) 
5413	Cutter, stiffening 
5441	Cutter, stilt 
5414	Cutter, stock 
5312	Cutter, stone 
5413	Cutter, strap (leather goods mfr) 
9119	Cutter, straw (farming) 
8111	Cutter, sugar 
8111	Cutter, sweet 
5414	Cutter, table (glove mfr) 
5414	Cutter, tailor's 
8125	Cutter, test (rolling mill) 
5419	Cutter, thread 
8113	Cutter, thrum 
5414	Cutter, tie 
8121	Cutter, timber 
8129	Cutter, tip (cemented carbide goods mfr) 
8111	Cutter, tobacco 
5222	Cutter, tool (metal trades) 
8123	Cutter, top 
8139	Cutter, transferrer's 
8115	Cutter, tread 
9112	Cutter, tree 
5414	Cutter, trimming 
5441	Cutter, tube (glass)
8125	Cutter, tube (metal)
8121	Cutter, tube (paper)
5114	Cutter, turf 
8115	Cutter, tyre 
5414	Cutter, under 
5419	Cutter, upholstery 
9119	Cutter, vegetable 
8113	Cutter, velvet 
8121	Cutter, veneer 
8111	Cutter, wafer 
8113	Cutter, waste (textile mfr) 
9119	Cutter, watercress 
9112	Cutter, willow 
8113	Cutter, wiper 
8125	Cutter, wire 
9112	Cutter, wood (forestry) 
8121	Cutter, wood 
5221	Cutter, worm 
5449	Cutter (bone)
5414	Cutter (clothing)
5449	Cutter (precious stones)
8121	Cutter (abrasive paper, cloth mfr) 
5419	Cutter (artificial flower mfr) 
8111	Cutter (bakery) 
5215	Cutter (boiler mfr) 
5423	Cutter (bookbinding) 
5431	Cutter (butcher's shop) 
5449	Cutter (candle mfr) 
5419	Cutter (canvas goods mfr) 
5441	Cutter (ceramics mfr) 
5414	Cutter (clothing mfr) 
5419	Cutter (coach trimming) 
8122	Cutter (coal mine) 
5414	Cutter (embroidering) 
5449	Cutter (fancy goods mfr) 
8111	Cutter (food products mfr) 
5413	Cutter (footwear mfr) 
8121	Cutter (furniture mfr) 
5441	Cutter (glass mfr) 
5414	Cutter (glove mfr) 
8114	Cutter (glue mfr) 
5414	Cutter (haberdashery mfr) 
5414	Cutter (hat mfr) 
5414	Cutter (hosiery, knitwear mfr) 
5413	Cutter (leather goods mfr) 
5441	Cutter (lens mfr) 
8119	Cutter (linoleum mfr) 
8125	Cutter (metal cable mfr) 
8125	Cutter (metal cutlery mfr) 
8125	Cutter (metal fastening mfr) 
8125	Cutter (metal trades) 
8123	Cutter (mine: not coal) 
8121	Cutter (packing case (wood) mfr) 
8121	Cutter (paper goods mfr) 
8121	Cutter (paper mfr) 
8121	Cutter (paper pattern mfr) 
8116	Cutter (plastics goods mfr) 
5413	Cutter (powder puff mfr) 
8121	Cutter (printing) 
8115	Cutter (rubber goods mfr) 
5215	Cutter (shipbuilding) 
5419	Cutter (soft toy mfr) 
8125	Cutter (steel pen mfr) 
8114	Cutter (tannery) 
8113	Cutter (textile mfr) 
8111	Cutter (tobacco mfr) 
5419	Cutter (upholstering) 
8121	Cutter (woodworking) 
5449	Cutter and booker 
5236	Cutter and caulker (shipbuilding) 
5414	Cutter and fitter 
5221	Cutter and grinder, tool 
8117	Cutter-down (rolling mill) 
5221	Cutter-grinder (metal trades) 
8125	Cutter-off (iron pipe mfr) 
8125	Cutter-off (metal trades) 
8117	Cutter-out (cutlery mfr) 
8118	Cutter-through (steelworks) 
8125	Cutter-up, scrap 
8122	Cutterman, coal 
8122	Cutterman (coal mine) 
8121	Cutterman (paper mfr) 
3441	Cyclist 
8121	Cylinderman (paper mfr) 
2112	Cytogeneticist 
2112	Cytologist 
2112	Cytotaxonomist 
2429	D1 (Jobcentre Plus) 
4112	D1 (Northern Ireland Office) 
2429	D2 (Jobcentre Plus) 
4112	D2 (Northern Ireland Office) 
2429	D2 (Office for National Statistics) 
2429	D3 (Jobcentre Plus) 
2429	D3 (Office for National Statistics) 
2429	D4 (Jobcentre Plus) 
2429	D4 (Office for National Statistics) 
3413	DJ (entertainment)
8111	Dairymaid (dairy products mfr) 
9111	Dairymaid (farming) 
8111	Dairymaid (milk processing) 
8111	Dairyman (dairy products mfr) 
9111	Dairyman (farming) 
8111	Dairyman (milk processing) 
7123	Dairyman (retail trade: delivery round) 
7111	Dairyman (retail trade) 
8113	Damper (textile mfr) 
8121	Damperman (paper mfr) 
3414	Dancer, ballet 
9279	Dancer, lap 
9279	Dancer, pole 
9279	Dancer, table 
3414	Dancer 
5419	Darner (hotels, catering, public houses) 
5419	Darner (textile mfr) 
}}}}	Dataller 
}}}}	Dateler 
}}}}	Dateller 
9139	Dauber, ladle (iron and steelworks) 
9139	Dauber (coal gas, coke ovens) 
}}}}	Dayman (mining) 
9279	Dayman (theatre) 
8117	De-ruster 
2444	Deacon 
1254	Dealer, accessories, motor 
1254	Dealer, antique 
1254	Dealer, antiques 
1254	Dealer, art 
3532	Dealer, bond 
1254	Dealer, book 
1254	Dealer, car 
1254	Dealer, cattle 
5319	Dealer, estate 
3532	Dealer, exchange, foreign 
7124	Dealer, firewood 
5433	Dealer, fish 
1223	Dealer, fish and chip 
1254	Dealer, game 
1255	Dealer, general 
3532	Dealer, investment 
1254	Dealer, livestock 
7124	Dealer, log, fire 
1255	Dealer, metal, scrap 
3532	Dealer, money 
1254	Dealer, motor 
1255	Dealer, paper, waste 
1254	Dealer, pig 
1254	Dealer, poultry 
1252	Dealer, principal 
5319	Dealer, property 
1255	Dealer, rag 
1255	Dealer, rag and bone 
1255	Dealer, scrap 
3532	Dealer, share 
1254	Dealer, sheep 
1254	Dealer, stamp 
3532	Dealer, stock and share 
1254	Dealer, store, marine 
1254	Dealer, tyre 
6211	Dealer (casino)
3532	Dealer (finance)
7124	Dealer (market trading) 
7129	Dealer (party plan sales) 
1254	Dealer (wholesale, retail trade) 
2317	Dean (further education) 
2317	Dean (higher education, university) 
2444	Dean 
8125	Deburrer 
8113	Decatiser 
5441	Decorator, aerograph 
5441	Decorator, aerographing (ceramics mfr) 
8139	Decorator, art 
9275	Decorator, balloon 
5432	Decorator, cake 
8139	Decorator, card (greeting cards)
5441	Decorator, ceramic 
3421	Decorator, display 
5443	Decorator, floral 
5441	Decorator, glass 
5323	Decorator, house 
5323	Decorator, interior (building construction) 
3422	Decorator, interior 
9275	Decorator, party 
8127	Decorator, plate, tin 
5441	Decorator, slip 
5441	Decorator (ceramics)
5432	Decorator (flour confectionery)
8113	Decorator (leather cloth)
8111	Decorator (sugar confectionery)
5422	Decorator (wallpaper mfr) 
5323	Decorator 
8113	Degger 
8117	Degreaser (metal trades) 
8114	Degreaser (tannery) 
5431	Dehairer, pig 
4114	Delegate, union, trade 
8114	Delimer 
8123	Delinter 
9211	Deliverer, allowance 
9211	Deliverer, book 
8214	Deliverer, car 
8211	Deliverer, coal 
7123	Deliverer, milk 
9211	Deliverer, newspaper 
9211	Deliverer, parcel 
8212	Deliverer (fast food)
9211	Deliverer (newspapers, magazines) 
9139	Deliverer (textile mfr) 
7123	Deliveryman, baker's 
8211	Deliveryman, coal 
9211	Deliveryman (newsagents) 
7123	Deliveryman (retail milk trade) 
7123	Deliveryman (retail trade: delivery round) 
9139	Deliveryman (textile mfr) 
8212	Deliveryman 
8123	Delver (mine: not coal) 
2425	Demographer 
8149	Demolisher 
7129	Demonstrator, technical 
2311	Demonstrator, university 
2311	Demonstrator (higher education, university) 
7129	Demonstrator 
7129	Demonstrator-consultant 
7129	Demonstrator-salesman 
8114	Denierer (man-made fibre mfr) 
3218	Dentist, equine 
2215	Dentist 
8118	Depositor (electroplating) 
8117	Depositor (welding) 
9139	Depotman (blast furnace) 
9260	Depotman 
8122	Deputy (coal mine) 
6240	Deputy (lodging house) 
8123	Deputy (mine: not coal) 
2211	Dermatologist 
8123	Derrickman (oil wells) 
8117	Descaler (steelworks) 
3412	Describer, audio 
5215	Deseamer (steelworks) 
3421	Designer, 3D 
3122	Designer, aided, computer 
2122	Designer, aircraft 
2135	Designer, applications (computing)
3422	Designer, applications 
3121	Designer, architectural 
3421	Designer, art 
2126	Designer, avionics 
3422	Designer, body (vehicle mfr) 
3422	Designer, book 
3422	Designer, bridalwear 
3122	Designer, CAD 
3122	Designer, chief 
2126	Designer, circuit (telecommunications) 
3422	Designer, cloth 
3422	Designer, clothes 
3422	Designer, clothing 
3422	Designer, commercial 
2135	Designer, computer 
2431	Designer, concrete, reinforced 
3422	Designer, costume 
3422	Designer, craft 
2135	Designer, database 
3422	Designer, décor 
3122	Designer, design, aided, computer 
3421	Designer, digital 
3421	Designer, display 
3422	Designer, dress 
2126	Designer, electrical 
2126	Designer, electronics 
3422	Designer, embroidery 
3122	Designer, engineering 
3421	Designer, exhibition 
2137	Designer, experience, user (computing)
3422	Designer, fashion 
5443	Designer, floral 
3422	Designer, footwear 
2431	Designer, formwork 
3422	Designer, furnishing, soft 
3422	Designer, furniture 
2136	Designer, games, computer 
3422	Designer, games 
5113	Designer, garden 
3422	Designer, gem 
3422	Designer, glass 
3421	Designer, graphic 
3422	Designer, handbag 
3422	Designer, hat 
3422	Designer, industrial 
3422	Designer, instrument 
3422	Designer, instrumentation 
2136	Designer, interaction 
2136	Designer, interactive 
2137	Designer, interface, user 
3422	Designer, interior 
3422	Designer, interior and spatial 
3422	Designer, jewellery 
3422	Designer, kitchen 
3422	Designer, knitwear 
2431	Designer, landscape 
3417	Designer, lighting 
3422	Designer, lithographic 
2126	Designer, machinery, electrical 
3122	Designer, mechanical 
2137	Designer, media, interactive 
2137	Designer, media, new 
3422	Designer, metalwork 
3421	Designer, multi-media 
2122	Designer, nautical 
2122	Designer, naval 
2139	Designer, network 
3422	Designer, packaging 
3422	Designer, pattern (textile printing) 
3122	Designer, piping 
3422	Designer, pottery 
3422	Designer, printer's 
3422	Designer, product 
}}}}	Designer, project 
3422	Designer, set 
3422	Designer, shopfitting 
3422	Designer, silversmith 
2136	Designer, software 
3422	Designer, stage 
2431	Designer, structural 
3531	Designer, systems, fire 
2126	Designer, systems (railway signalling)
2135	Designer, systems 
2124	Designer, telecommunications 
3422	Designer, textile 
3122	Designer, tool 
3422	Designer, toy 
5421	Designer, typographical 
2137	Designer, UI 
2432	Designer, urban 
2137	Designer, UX (computing)
3422	Designer, wallpaper 
2137	Designer, web 
2137	Designer, website 
3422	Designer (ceramics)
3422	Designer (clothing)
3422	Designer (footwear)
3422	Designer (glassware)
3422	Designer (jewellery)
3422	Designer (leather goods)
3422	Designer (motor vehicles)
3422	Designer (plastics goods)
3422	Designer (scenery)
3422	Designer (wallpaper)
3422	Designer (wood products)
3421	Designer (advertising) 
2431	Designer (architectural service) 
3422	Designer (broadcasting) 
5432	Designer (flour confectionery mfr) 
3422	Designer (fur goods mfr) 
2126	Designer (metal trades) 
3422	Designer (millinery mfr) 
3422	Designer (publishing) 
3422	Designer (rubber goods mfr) 
3422	Designer (soft furnishings mfr) 
3422	Designer (soft toy mfr) 
3422	Designer (textile mfr) 
5419	Designer-cutter (clothing mfr) 
8121	Designer-cutter (paper goods mfr) 
3122	Designer-detailer 
3122	Designer-draughtsman 
8117	Desilveriser 
8113	Desizer 
9260	Despatch, goods 
8233	Despatcher, aircraft 
8233	Despatcher, flight 
9260	Despatcher, goods 
7214	Despatcher, radio 
8134	Despatcher, rail 
8134	Despatcher, road 
7214	Despatcher, room, control (emergency services) 
8233	Despatcher, traffic (aircraft)
9260	Despatcher 
6132	Destroyer (pest)
9236	Detailer, car 
3122	Detailer, concrete 
4131	Detailer, duty 
4131	Detailer, staff 
3122	Detailer, structural 
9241	Detective, hotel 
9241	Detective, private 
9241	Detective, store 
3312	Detective (airport) 
3312	Detective (docks) 
3312	Detective (government) 
3312	Detective (police service) 
9241	Detective (private detective agency) 
3312	Detective (railways) 
9241	Detective (retail trade) 
8133	Detector, crack (metal mfr) 
8143	Detector, flaw, rail, ultrasonic 
2136	Developer, android 
2136	Developer, app, mobile 
2136	Developer, application, mobile 
2136	Developer, application 
2136	Developer, applications, mobile 
2136	Developer, applications 
2136	Developer, apps, mobile 
3542	Developer, business (sales)
2136	Developer, computer 
2136	Developer, database 
2136	Developer, end, front (software)
5319	Developer, estate 
5423	Developer, film 
2136	Developer, games 
2137	Developer, internet 
2136	Developer, iOS 
2136	Developer, IT 
2137	Developer, multimedia 
3422	Developer, product (design)
3543	Developer, product (marketing)
5319	Developer, property (building construction) 
1251	Developer, property 
2423	Developer, quantitative 
2137	Developer, site, web 
2136	Developer, software 
2136	Developer, systems 
2137	Developer, web, end, front 
2137	Developer, web, technical 
2137	Developer, web 
2136	Developer (computing)
8122	Developer (coal mine) 
5423	Developer (photographic film processing) 
8113	Developer (textile mfr) 
9139	Devil, printer's 
9139	Devil (printing) 
8113	Deviller 
8121	Devilman (paper mfr) 
8113	Dewer 
5249	Diagnostician (HM Dockyard: electrical)
2471	Diarist 
2219	Dietician 
2219	Dietician-nutritionist 
2219	Dietitian 
2219	Dietitian-nutritionist 
8114	Digester 
9119	Digger, bait 
8122	Digger, coal (coal mine) 
9120	Digger, grave 
9119	Digger, peat 
9120	Digger, trench 
5114	Digger, turf 
8123	Digger (mine: not coal) 
3122	Digitiser 
5213	Dingman 
8122	Dinker (coal mine) 
1115	Diplomat 
8117	Dipper, acid 
5441	Dipper, automatic (ceramics mfr) 
8117	Dipper, brass 
8139	Dipper, cellulose 
8111	Dipper, chocolate 
8117	Dipper, core 
8139	Dipper, enamel 
8111	Dipper, fondant 
8118	Dipper, galvanising 
8115	Dipper, glove 
5441	Dipper, machine (ceramics mfr) 
8118	Dipper, metal 
8139	Dipper, paint 
8115	Dipper, rubber 
8134	Dipper, tank (petroleum distribution) 
8111	Dipper, toffee 
8118	Dipper, wire 
8118	Dipper (arc welding electrode mfr) 
5441	Dipper (ceramics mfr) 
8118	Dipper (galvanising) 
8114	Dipper (leather dressing) 
8129	Dipper (match mfr) 
8139	Dipper (metal trades) 
8134	Dipper (oil refining) 
8121	Dipper (paper mfr) 
8118	Dipper (precious metal, plate mfr) 
8115	Dipper (rubber mfr) 
8111	Dipper (sugar confectionery mfr) 
8113	Dipper (textile mfr) 
8117	Dipper and stripper 
2317	Director, academic 
1134	Director, account (advertising) 
1132	Director, account 
1139	Director, accounts 
1139	Director, administration 
1134	Director, advertising 
1161	Director, airport 
1134	Director, appeal 
1134	Director, appeals 
2473	Director, art 
3416	Director, artistic 
1150	Director, bank 
1122	Director, building 
3416	Director, casting (entertainment)
3416	Director, casting (broadcasting) 
1139	Director, charity 
1132	Director, commercial 
1121	Director, company (engineering) 
1121	Director, company (manufacturing) 
}}}}	Director, company 
1122	Director, construction 
1122	Director, contracts (construction) 
2311	Director, course (higher education, university) 
2473	Director, creative 
1115	Director, deputy (government) 
2473	Director, design 
1132	Director, development, business 
1135	Director, development, management 
1139	Director, divisional (Red Cross) 
2471	Director, editorial 
1121	Director, engineering 
1132	Director, export 
3416	Director, film 
1131	Director, finance 
1131	Director, financial 
1190	Director, franchise 
6148	Director, funeral 
1225	Director, gallery, art 
1225	Director, gallery 
1252	Director, garage 
1115	Director, group (government) 
1259	Director, health and safety 
1251	Director, housing 
1136	Director, IT 
1251	Director, land (building construction) 
3417	Director, lighting, technical 
3417	Director, lighting, theatre 
1162	Director, logistics 
1136	Director, managing, company, software 
1122	Director, managing (building construction) 
1136	Director, managing (computer services) 
1121	Director, managing (engineering) 
1121	Director, managing (manufacturing) 
1190	Director, managing (wholesale, retail trade) 
}}}}	Director, managing 
1121	Director, manufacturing 
1132	Director, marketing 
1134	Director, media 
1225	Director, museum 
3415	Director, musical 
3416	Director, network (broadcasting) 
1181	Director, non-executive (health authority: hospital service) 
1181	Director, nursing 
1225	Director, operational, bound, outward 
1181	Director, operations (health authority) 
1121	Director, operations (manufacturing) 
1161	Director, operations (transport) 
1135	Director, personnel 
3416	Director, presentation (broadcasting) 
1136	Director, product (computer services) 
2424	Director, programme 
2424	Director, project 
1259	Director, publishing 
1133	Director, purchasing 
1135	Director, recruitment 
2429	Director, regional (government) 
1134	Director, relations, public 
1139	Director, research 
1135	Director, resources, human 
1190	Director, retail 
1132	Director, sales 
1132	Director, sales and export 
1132	Director, sales and marketing 
6214	Director, service, cabin 
1139	Director, service, customer 
6214	Director, services, cabin 
1139	Director, services, customer 
1139	Director, services (property management) 
3416	Director, stage 
6221	Director, style (hairdressing) 
1136	Director, technical, computer 
1259	Director, technical (entertainment)
1132	Director, technical (marketing)
3416	Director, technical (broadcasting) 
1122	Director, technical (building construction) 
1136	Director, technical (computer services) 
1259	Director, technical (design consultancy) 
1121	Director, technical (engineering) 
1139	Director, technical (research and development) 
1136	Director, technical (telecommunications) 
1161	Director, technical (transport) 
1123	Director, technical (water treatment) 
1190	Director, technical (wholesale, retail trade) 
1121	Director, technical 
1136	Director, telecommunications 
3416	Director, television 
3416	Director, theatre 
6219	Director, tour 
1161	Director, traffic (transport) 
1135	Director, training 
3416	Director, video 
1121	Director, works (manufacturing) 
1225	Director, zoo 
1136	Director (computing)
1132	Director (marketing)
1134	Director (public relations)
1132	Director (telephone sales)
1134	Director (advertising) 
3416	Director (broadcasting) 
1122	Director (building construction) 
1259	Director (children's nursery) 
1122	Director (civil engineering) 
1139	Director (cleaning) 
1259	Director (commission agents) 
1139	Director (conference organisers) 
1139	Director (corporate hospitality) 
1259	Director (educational establishments) 
1259	Director (employment agency: private) 
1121	Director (engineering) 
1139	Director (Environment Agency) 
1259	Director (environmental consultancy) 
1132	Director (export agency) 
1115	Director (government) 
1132	Director (import agency) 
1139	Director (local government) 
1259	Director (management consultancy) 
1121	Director (manufacturing) 
1132	Director (market research) 
1115	Director (National Assembly for Wales) 
1121	Director (printing) 
1259	Director (private detective agency) 
1139	Director (research and development) 
1190	Director (retail trade) 
1259	Director (security services) 
1132	Director (ship brokers) 
1162	Director (warehousing) 
1190	Director (wholesale trade) 
