Index volume 2 version2.5	occupation
Controller, relief, trainsman's	8234
Controller, section	8234
Controller, train	8234
Controller	8234
Flagman	8234
Gatekeeper	8234
Gatekeeper and pointsman	8234
Gateman	8234
Gateman	8234
Inspector, signalman's	8234
Keeper, crossing, level	8234
Keeper, crossing	8234
Keeper, gate, crossing	8234
Keeper, gate	8234
Keeper and pointsman, gate	8234
Operator, signal	8234
Signaller	8234
Signalman, railway	8234
Signalman, relief	8234
Signalman	8234
Supervisor, area	8234
Supervisor, signalling	8234
Allocator, traffic	8234
Attendant, point	8234
Attendant, shunter	8234
Attendant, switch	8234
Inspector, shunting	8234
Keeper, switch	8234
Latcher, locomotive	8234
Latcher, wagon	8234
Latcher	8234
Operator, points	8234
Pointsman	8234
Shunter	8234
Yardsman	8234
Dropper, fire	8234
Lampman	8234
Man, look-out	8234
Man, surface	8234
Mate, examiner's, cable	8234
Shedman	8234
Worker, shed	8234
Controller, signals	8239
Superintendent, depot	8239
Superintendent, district	8239
Superintendent, divisional	8239
Superintendent, marine	8239
Superintendent, operations	8239
Superintendent, traffic	8239
Superintendent, transport	8239
Superintendent	8239
Superintendent	8239
Driver, test	8239
Inspector, telegraph	8239
Examiner, ticket	8239
Inspector, bus	8239
Inspector, district	8239
Inspector, road	8239
Inspector, roads	8239
Inspector, ticket	8239
Inspector, traffic	8239
Inspector	8239
Regulator, traffic	8239
Regulator	8239
Supervisor, transport	8239
Assistant, depot	8239
Foreman, bank	8239
Foreman, depot	8239
Foreman, shed	8239
Foreman, traffic	8239
Foreman, transport	8239
Foreman, yard	8239
Foreman	8239
Foreman	8239
Foreman	8239
Foreman	8239
Inspector, depot	8239
Inspector, garage	8239
Inspector, loading	8239
Inspector, transport	8239
Inspector	8239
Supervisor, transport	8239
Brakeman and steersman	8239
Brakesman	8239
Driver, engine, traction	8239
Setter, van	8239
Roadsman	8239
Assistant, marina	8239
Assistant, operations	8239
Assistant, survey, hydrographic	8239
Assistant, terminals	8239
Attendant, bridge	8239
Attendant, dock	8239
Attendant, gate, flood	8239
Attendant, pier	8239
Attendant, sluice	8239
Attendant, wagon	8239
Bankman, rail	8239
Braker, wagon	8239
Breaker, wagon	8239
Bridgeman, sluice	8239
Bridgeman	8239
Bridgemaster	8239
Cabman	8239
Carter	8239
Cartman	8239
Coachman	8239
Driver, bridge, swing	8239
Driver, bridge	8239
Driver, cart	8239
Driver, horse	8239
Driver, lister	8239
Driver, motor, electric	8239
Driver, ram	8239
Driver, ransom	8239
Driver, traverser	8239
Driver, truck, lister	8239
Foreman, cartage	8239
Foreman, delivery	8239
Foreman, depot	8239
Foreman, export	8239
Foreman, installation	8239
Foreman, lock	8239
Foreman, transporting	8239
Foreman, yard, coal	8239
Foreman, yard	8239
Foreman, yard	8239
Foreman, yard	8239
Foreman, yard	8239
Foreman	8239
Foreman	8239
Gasman	8239
Gateman, bridge	8239
Gateman, dock	8239
Gateman, flood	8239
Gateman, lock	8239
Gateman	8239
Gateman	8239
Hand, deck	8239
Hand, stage	8239
Horseman	8239
Horseman	8239
Keeper, bridge	8239
Keeper, gate, lock	8239
Keeper, house, bridge	8239
Keeper, house, light	8239
Keeper, light	8239
Keeper, lighthouse	8239
Keeper, lock	8239
Keeper, sluice	8239
Keeper, swingbridge	8239
Keeper, weir	8239
Keeper	8239
Man, berthing	8239
Man, head, pier	8239
Man, lighthouse	8239
Man, pontoon	8239
Man, swingbridge	8239
Marshal	8239
Marshaller	8239
Master, berthing	8239
Master, bridge	8239
Master, lock	8239
Master, swingbridge	8239
Operator, bridge	8239
Operator, capstan	8239
Pierman	8239
Planner, load	8239
Pointsman	8239
Putter, pony	8239
Scotcher	8239
Seaman, stage, landing	8239
Shackler	8239
Signalman, Lloyd's	8239
Sounder, survey	8239
Stageman, landing	8239
Steersman, bridge	8239
Teamster	8239
Tender, lock	8239
Worker, transport	8239
Inspector, sanitary	8239
Attendant, shed	8239
Shedman	8239
Assistant, farm	9111
Assistant, general	9111
Assistant, poultry	9111
Attendant, pig	9111
Attendant, poultry	9111
Cattleman	9111
Collector, egg	9111
Cowman	9111
Craftsman, agricultural	9111
Cropper	9111
Dairymaid	9111
Dairyman	9111
Hand, dairy	9111
Hand, farm	9111
Handler, poultry	9111
Handyman, farm	9111
Help, farm	9111
Herdsman	9111
Keeper, cow	9111
Keeper, stock	9111
Labourer, agricultural	9111
Labourer, estate	9111
Labourer, farm	9111
Labourer	9111
Lamber	9111
Landworker	9111
Man, gang	9111
Man, job, odd	9111
Man, poultry	9111
Man, yard	9111
Master, gang	9111
Operative, agricultural	9111
Pigman	9111
Shepherd	9111
Stockman	9111
Stocksman	9111
Supervisor, unit, poultry	9111
Wife, farmer's	9111
Worker, agricultural	9111
Worker, farm	9111
Worker, field	9111
Worker, general	9111
Worker, land	9111
Worker, poultry	9111
Worker, wire	9111
Yardman	9111
Yardsman	9111
Axeman	9112
Caretaker	9112
Contractor, forestry	9112
Craftsman, forest	9112
Craftsman, forestry	9112
Cutter, copse	9112
Cutter, tree	9112
Cutter, willow	9112
Cutter, wood	9112
Driver, tractor	9112
Feller, timber	9112
Feller, tree	9112
Feller	9112
Foreman	9112
Forester	9112
Grower	9112
Grower	9112
Grower	9112
Grower	9112
Grower	9112
Holder, small	9112
Jack, lumber	9112
Keeper, forest	9112
Labourer, Crown	9112
Labourer, feller's, timber	9112
Labourer, forest	9112
Labourer, wood	9112
Labourer	9112
Lopper, tree	9112
Lumberjack	9112
Man, timber	9112
Pruner, tree	9112
Ranger, forest	9112
Ranger, wood	9112
Silviculturist	9112
Smallholder	9112
Supervisor, arboricultural	9112
Taker, care	9112
Technician, arboricultural	9112
Verderer	9112
Verderor	9112
Warden, wood	9112
Warden	9112
Woodman	9112
Woodsman	9112
Worker, coppice	9112
Worker, forest	9112
Worker, forestry	9112
Workman, forest	9112
Cutter, grass	9119
Man, seed	9119
Handyman, estate	9119
Handyman, gardener's	9119
Labourer, garden	9119
Labourer, gardener's	9119
Labourer, landscape	9119
Labourer, policy	9119
Mower, lawn	9119
Worker, turf	9119
Assistant, general	9119
Attendant, nursery	9119
Hand, nursery	9119
Worker, bulb	9119
Worker, glass	9119
Worker, glasshouse	9119
Worker, greenhouse	9119
Worker, horticultural	9119
Worker, nursery	9119
Worker, watercress	9119
Assistant, hatchery	9119
Assistant, farm, mink	9119
Attendant, aquarium	9119
Breeder	9119
Breeder	9119
Carter	9119
Catcher, bird	9119
Catcher, chicken	9119
Catcher, rabbit	9119
Chick-sexer	9119
Classifier, livestock	9119
Collector, fern	9119
Collector, moss	9119
Collector, reed	9119
Cutter, hay	9119
Cutter, heath	9119
Cutter, hedge	9119
Cutter, mushroom	9119
Cutter, peat	9119
Cutter, reed	9119
Cutter, straw	9119
Cutter, vegetable	9119
Cutter, watercress	9119
Digger, peat	9119
Dresser, potato	9119
Drover	9119
Gatherer, watercress	9119
Gatherer	9119
Grader, pig	9119
Grader, stock, live	9119
Hand, maintenance	9119
Harvester, crop	9119
Harvester	9119
Heathman	9119
Heathsman	9119
Hedger	9119
Hedger and ditcher	9119
Incubationist	9119
Inseminator, artificial	9119
Irrigator	9119
Labourer	9119
Labourer	9119
Lairman	9119
Layer, hedge	9119
Man, decoy	9119
Milker	9119
Milkman	9119
Operator, hatchery	9119
Picker, flower	9119
Picker, fruit	9119
Picker, hop	9119
Picker, moss	9119
Picker, mushroom	9119
Picker, pea	9119
Picker, potato	9119
Picker	9119
Puller, pea	9119
Riddler, potato	9119
Sexer, chick	9119
Shearer, sheep	9119
Teamsman	9119
Teamster	9119
Technician, insemination, artificial	9119
Trapper, rabbit	9119
Trapper	9119
Trusser	9119
Vaccinator	9119
Warder, river	9119
Washer	9119
Watcher, river	9119
Weeder	9119
Worker, crop	9119
Worker, garden, market	9119
Worker, general	9119
Worker, hatchery	9119
Worker, peat	9119
Worker, seasonal	9119
Assistant, farm, fish	9119
Bo'sun	9119
Boatswain	9119
Bosun	9119
Breeder	9119
Cockler	9119
Collector, kelp	9119
Collector, seaweed	9119
Crabber	9119
Cultivator, shellfish	9119
Digger, bait	9119
Dredgeman	9119
Dredger	9119
Gatherer, mussel	9119
Gatherer, seaweed	9119
Hand, deck	9119
Hand, second	9119
Hand, spare	9119
Hand, third	9119
Hand, trawler	9119
Harpooner	9119
Hatcher, fish	9119
Layman, mussel	9119
Man, trawler	9119
Mariner	9119
Mate, boat, fishing	9119
Mate, trawler	9119
Mate	9119
Member, crew	9119
Musseler	9119
Picker, cockle	9119
Pisciculturist	9119
Seaman	9119
Shrimper	9119
Worker, bed, oyster	9119
Worker, farm, fish	9119
Worker, farm, salmon	9119
Worker, farm, trout	9119
Worker, farm	9119
Worker, hatchery	9119
Chopper, firewood	9119
Labourer, garden and parks	9119
Labourer, parks	9119
Loader, timber	9119
Worker, estate	9119
Hand, maintenance, estate	9120
Handyman, builder's	9120
Worker, building	9120
Mate, painter's	9120
Handyman-labourer	9120
Assistant, electrician's	9120
Assistant, plumber's	9120
Handyman, electrician's	9120
Handyman, fitter's	9120
Help, electrician's	9120
Helper, electrician's	9120
Labourer, electrician's	9120
Labourer, plumber's	9120
Mate, electrician's	9120
Mate, plumber and jointer's	9120
Mate, plumber's	9120
Assistant, regulator's, gas	9120
Assistant, carpenter's	9120
Assistant, joiner's	9120
Assistant, sawyer's	9120
Backer-up	9120
Handyman, carpenter's	9120
Helper, carpenter's	9120
Labourer, builder's, boat	9120
Labourer, carpenter's	9120
Labourer, cooper's	9120
Labourer, joiner's	9120
Labourer, maker's, cabinet	9120
Mate, carpenter's	9120
Mate, carpenter's and joiner's	9120
Mate, joiner's	9120
Mate, machinist's, wood	9120
Mate, sawyer's	9120
Mate, wheelwright's	9120
Puller-off	9120
Assistant, bricklayer's	9120
Assistant, builders'	9120
Assistant, general	9120
Assistant, general	9120
Assistant, glazier's	9120
Assistant, mason's	9120
Assistant, plasterer's	9120
Carrier, hod	9120
Dismantler, furnace	9120
Fixer, lath, metal	9120
Helper, bricklayer's	9120
Helper, mason's	9120
Labourer, bricklayer's	9120
Labourer, bricksetter's	9120
Labourer, construction	9120
Labourer, fixer's, felt	9120
Labourer, fixer's, sheet	9120
Labourer, layer's, granolithic	9120
Labourer, layer's, terrazzo	9120
Labourer, mason's, fixer	9120
Labourer, mason's, stone	9120
Labourer, plasterer's	9120
Labourer, slater's	9120
Labourer, steeplejack's	9120
Lather, metal	9120
Mate, asphalter's	9120
Mate, builder's	9120
Mate, coverer's, boiler	9120
Mate, craftsman's	9120
Mate, fixer's	9120
Mate, flagger's	9120
Mate, glazier's	9120
Mate, jointer's, pipe	9120
Mate, lagger's	9120
Mate, layer's, brick	9120
Mate, layer's, granolithic	9120
Mate, layer's, main	9120
Mate, layer's, service	9120
Mate, layer's, terrazzo	9120
Mate, mason's	9120
Mate, pavior's	9120
Mate, plasterer's	9120
Mate, roofer's	9120
Mate, scaffolder's	9120
Mate, sheeter's	9120
Mate, slater's	9120
Mate, steeplejack's	9120
Mate, tiler's	9120
Mate, timberman's	9120
Labourer, builder's	9120
Labourer, building	9120
Labourer, contractor's	9120
Labourer, engineer's, civil	9120
Labourer, engineering, civil	9120
Labourer, platelayer's	9120
Labourer, roofer's	9120
Labourer, roofing	9120
Labourer, site	9120
Labourer, track, electric	9120
Labourer	9120
Liner, pipe	9120
Pipeliner	9120
Worker, construction	9120
Worker, ground	9120
Labourer, fitter's, shop	9120
Man, job, odd	9120
Jobber, agent's, estate	9120
Jobber, builder's	9120
Jobber, property	9120
Jobber	9120
Erector, marquee	9120
Erector, tent	9120
Hand, insulation	9120
Tacker, board	9120
Applicator, mastic	9120
Assistant, diver's, sea	9120
Assistant, survey	9120
Assistant, surveying	9120
Assistant, surveyor's	9120
Attendant, diver's	9120
Attendant, reservoir	9120
Attendant, river	9120
Bailiff, reservoir	9120
Bailiff	9120
Banksman	9120
Boiler, tar	9120
Boy, chain	9120
Breaker, rock	9120
Canalman	9120
Caretaker	9120
Chainman	9120
Cleaner, river	9120
Clothier, boiler	9120
Contractor, drainage	9120
Contractor, penning	9120
Contractor	9120
Coverer, boiler	9120
Coverer, pipe	9120
Digger, grave	9120
Digger, trench	9120
Ditcher	9120
Drainer	9120
Erector, light, street	9120
Examiner, trench	9120
Fitter, builder's	9120
Fitter, insulating	9120
Fixer, insulation	9120
Foreman, length	9120
Foreman, surface	9120
Foreman, yard	9120
Foreman	9120
Foreman	9120
Ganger	9120
Hand, maintenance	9120
Inspector, canal	9120
Inspector, navigation	9120
Inspector, river	9120
Inspector, section	9120
Inspector, waterways	9120
Insulator, loft	9120
Insulator, pipe	9120
Insulator, refrigerator	9120
Keeper, reservoir	9120
Keeper, wharf, canal	9120
Lagger, asbestos	9120
Lagger, boiler	9120
Lagger, pipe	9120
Lagger	9120
Lengthman	9120
Liner, pipe	9120
Linesman, diver's	9120
Linesman, surveyor's	9120
Linesman	9120
Maker, composition	9120
Man, maintenance	9120
Man, marsh	9120
Man, mixer, asphalt	9120
Man, timber	9120
Man, timber	9120
Man, timber	9120
Man, timber	9120
Man, timber	9120
Man, timber	9120
Mate, layer's, plate	9120
Mixer, asphalt	9120
Mixer, tar	9120
Navvy, pond, slurry	9120
Navvy	9120
Operative, defence, flood	9120
Operative, rivers	9120
Operator, gun, cement	9120
Operator, tank, asphalt	9120
Packer, asbestos	9120
Porter-handyman	9120
Potman, asphalt	9120
Potman	9120
Proofer, damp	9120
Proofer, water	9120
Propman	9120
Propper	9120
Rammerman	9120
Repairer, bank	9120
Riverman	9120
Signalman, diver's	9120
Spreader	9120
Superintendent, reservoir	9120
Taker, care	9120
Tender, diver's	9120
Tenter, diver's	9120
Tester, drain	9120
Tester, pipe	9120
Trenchman	9120
Tupper	9120
Worker, canal	9120
Worker, drainage	9120
Worker, river	9120
Machinist, cleaning	9132
Cleaner, boot	9132
Cleaner, ware	9132
Cleaner	9132
Cleaner, line	9132
Cleaner, printer's	9132
Cleaner, crane	9132
Cleaner, engine	9132
Cleaner, engine	9132
Cleaner, engine	9132
Cleaner, hydraulic	9132
Cleaner, loco	9132
Cleaner, locomotive	9132
Cleaner, steam	9132
Cleaner and greaser	9132
Cleaner-engineer	9132
Cleaner, steam	9132
Cleaner, boiler	9132
Cleaner, card	9132
Cleaner, engine, carding	9132
Cleaner, heald	9132
Cleaner, heddle	9132
Cleaner, house, boiler	9132
Cleaner, key	9132
Cleaner, pipe	9132
Cleaner, silver	9132
Cleaner, tube, boiler	9132
Cleaner, tube	9132
Cleaner	9132
Cleaner	9132
Cleaner	9132
Cleaner, cycle	9132
Cleaner, decomposer	9132
Cleaner, frame	9132
Cleaner, scrap	9132
Cleaner, tube	9132
Cleaner, box	9132
Cleaner, brass	9132
Cleaner, drum	9132
Cleaner, jet	9132
Cleaner, lens	9132
Cleaner, mould	9132
Cleaner, sheet	9132
Cleaner, still	9132
Cleaner, tin	9132
Cleaner, tin	9132
Cleaner, tray	9132
Cleaner	9132
Cleaner	9132
Cleaner, house, power	9132
Cleaner, road and yard	9132
Cleaner, steam	9132
Cleaner-stoker	9132
Man, dry	9132
Cleaner, bogie	9132
Cleaner, book	9132
Cleaner, buddle	9132
Cleaner, equipment	9132
Cleaner, gulley	9132
Cleaner, industrial	9132
Cleaner, lamp	9132
Cleaner, machine	9132
Cleaner, machinery	9132
Cleaner, maintenance	9132
Cleaner, pit	9132
Cleaner, plant	9132
Cleaner, road	9132
Cleaner, tank	9132
Cleaner, vat	9132
Cleaner	9132
Drainman	9132
Emptier	9132
Fluffer	9132
Foreman, destructor, dust	9132
Jetter, water, pressure, high	9132
Labourer	9132
Machinist, jetting	9132
Man, gulley	9132
Operative, cleansing, machine	9132
Operative, hygiene	9132
Operator, hygiene	9132
Roofman	9132
Washer, basket	9132
Washer, pot	9132
Worker, hygiene	9132
Cleaner, bag	9132
Cleaner, barrel	9132
Cleaner, bottle	9132
Cleaner, cask	9132
Cleaner, sack	9132
Cleaner, tape, magnetic	9132
Cleaner, tube	9132
Conditioner, air	9132
Fireman	9132
Machinist, washing	9132
Machinist, washing	9132
Man, destructor, refuse	9132
Man, jet	9132
Operator, incinerator	9132
Rinser, bottle	9132
Washer, barrel	9132
Washer, bottle	9132
Washer, box	9132
Washer, bulb	9132
Washer, carriage	9132
Washer, cask	9132
Washer, drum	9132
Washer, jar	9132
Washer, keg	9132
Washer	9132
Cleaner, factory	9132
Cleaner, laboratory	9132
Cleaner, works	9132
Hygienist, night	9132
Hygienist	9132
Cleaner, hygiene	9132
Assistant, bottling	9134
Assistant, general	9134
Bagger, cake	9134
Bagger, coal	9134
Bagger, fibre	9134
Bagger	9134
Bagger-off	9134
Bagman	9134
Baler, paper	9134
Baler, salle	9134
Baler	9134
Bander, cigar	9134
Bander, coil	9134
Bander	9134
Bander	9134
Bolter	9134
Bottler	9134
Boxer	9134
Boxer-up	9134
Buncher, watercress	9134
Bundler, bag	9134
Bundler, waste	9134
Bundler	9134
Bundler and wrapper	9134
Canner	9134
Capper, bottle	9134
Capper, paper	9134
Capper	9134
Capsuler	9134
Carder, comb	9134
Carder	9134
Carder	9134
Carder	9134
Cartoner	9134
Caser	9134
Cellophaner	9134
Checker and packer	9134
Coder	9134
Cooper, wine	9134
Corker	9134
Counter	9134
Counterman	9134
Crater	9134
Dresser, box	9134
Drummer, glycerine	9134
Feeder, can	9134
Filler, ampoule	9134
Filler, bag	9134
Filler, barrel	9134
Filler, bottle	9134
Filler, box	9134
Filler, can	9134
Filler, can	9134
Filler, cylinder	9134
Filler, drum	9134
Filler, medical	9134
Filler, oil	9134
Filler, oxygen	9134
Filler, paint	9134
Filler, pickle	9134
Filler, polish	9134
Filler, sterile	9134
Filler, varnish	9134
Filler	9134
Filler	9134
Filler	9134
Filler	9134
Filler	9134
Filler	9134
Filler	9134
Finisher, jam	9134
Finisher	9134
Finisher	9134
Fitter, box	9134
Fitter, cork	9134
Foiler	9134
Folder, curtain	9134
Folder, handkerchief	9134
Folder, net	9134
Folder	9134
Folder	9134
Folder	9134
Foreman, bottling	9134
Foreman, room, packing	9134
Foreman	9134
Foreman	9134
Foreman	9134
Grosser	9134
Hand, bench	9134
Hand, bench	9134
Hand, box	9134
Hanker	9134
Jennier	9134
Kimballer	9134
Labeller	9134
Lidder	9134
Linesman	9134
Locker	9134
Machinist, baling	9134
Machinist, bottling	9134
Machinist, capping, bottle	9134
Machinist, closing	9134
Machinist, filling	9134
Machinist, filling	9134
Machinist, filling and capping	9134
Machinist, labelling	9134
Machinist, packing	9134
Machinist, seaming	9134
Machinist, wrapping	9134
Machinist-packer	9134
Maker-up, cloth	9134
Maker-up, piece	9134
Maker-up, smallware	9134
Maker-up, spool	9134
Maker-up, yarn	9134
Maker-up	9134
Man, room, white	9134
Man, tare	9134
Operative, packing	9134
Operator, baler	9134
Operator, bottling	9134
Operator, distribution	9134
Operator, line	9134
Operator, packaging	9134
Operator, packing	9134
Operator, plant, packaging	9134
Operator, process	9134
Packer, cable	9134
Packer, chlorine	9134
Packer, clothing	9134
Packer, cop	9134
Packer, factory	9134
Packer, warehouse	9134
Packer, wool	9134
Packer	9134
Packer and sorter	9134
Packer and stacker	9134
Packer-labourer	9134
Pager	9134
Pairer	9134
Palletiser	9134
Paperer	9134
Paperer	9134
Parceller	9134
Picker-packer	9134
Potter, shrimp	9134
Presser, hydraulic	9134
Presser, hydraulic	9134
Presser, paper	9134
Presser	9134
Presser	9134
Putter-up	9134
Ribboner	9134
Roper	9134
Sealer, box	9134
Seamer, can	9134
Sighter, bottle	9134
Sticker, label	9134
Sticker	9134
Stitcher, bale	9134
Supervisor, packing	9134
Tabber	9134
Tabber	9134
Technician, packaging	9134
Ticketer	9134
Tier, bag	9134
Tier, hook, cork	9134
Tier, ream	9134
Tinner, fruit	9134
Tinner	9134
Topper, jam	9134
Topper	9134
Worker, bench	9134
Worker, cannery	9134
Worker, factory	9134
Worker, process	9134
Worker, process	9134
Wrapper	9134
Wrapper-up	9134
Brakesman	9139
Carman	9139
Charger, furnace	9139
Charger, spare	9139
Weighman, charge	9139
Breaker, iron	9139
Breakerman	9139
Hand, foundry	9139
Help, moulder's	9139
Knocker-off	9139
Knocker-out	9139
Labourer, foundry	9139
Labourer, moulder's	9139
Labourer	9139
Lifter, box	9139
Lifter-up	9139
Opener	9139
Operator, process, foundry	9139
Worker, foundry	9139
Banksman	9139
Breaker	9139
Filler	9139
Floater	9139
Acetoner	9139
Attendant, condenser	9139
Attendant, scrubber	9139
Gasman	9139
Stoker, destructor	9139
Waterman, furnace, blast	9139
Operative, foundry	9139
Attendant, house, meter	9139
Man, acid	9139
Man, ingot	9139
Attendant, tank	9139
Mate, fuser's	9139
Mate, miller's	9139
Separator, metal and oil	9139
Assistant, room, receiving	9139
Attendant, ash	9139
Attendant, belt	9139
Attendant, bunker	9139
Attendant, car	9139
Attendant, conveyor	9139
Attendant, gearhead	9139
Attendant, plant, coke	9139
Attendant, point, transfer, conveyor	9139
Brakesman, engine	9139
Bunkerman	9139
Carrier, bag	9139
Carrier, dust	9139
Carrier, glass	9139
Carrier, lap	9139
Carrier, piece	9139
Carrier, ware	9139
Carrier	9139
Carrier	9139
Carrier-away	9139
Carrier-off	9139
Charger, cupola	9139
Charger, dust, flux	9139
Charger	9139
Collector, ash	9139
Collector, cloth	9139
Collector, cop	9139
Collector, glass	9139
Collector, pit, ash	9139
Collector, scaleboard	9139
Collector	9139
Controller, charge	9139
Controller, coal	9139
Controlman, bunker	9139
Conveyor	9139
Deliverer	9139
Deliveryman	9139
Depotman	9139
Discharger	9139
Distributor, weft	9139
Distributor, work	9139
Distributor	9139
Dragger, pipe	9139
Dragger, set	9139
Dragger, skip	9139
Drawer, brick	9139
Drawer, coke	9139
Drawer, kiln	9139
Drawer, lime	9139
Drawer, oven	9139
Drawer	9139
Drawer	9139
Drawer	9139
Driver, belt	9139
Driver, car, electric	9139
Driver, car, furnace, blast	9139
Driver, charger	9139
Driver, controller	9139
Driver, conveyor	9139
Driver, guide, coke	9139
Driver, manipulator	9139
Duffer	9139
Emptier, biscuit	9139
Emptier, rubbish	9139
Emptier, ware	9139
Emptier	9139
Fetcher	9139
Fielder	9139
Filler, coke	9139
Filler, furnace	9139
Filler, wagon	9139
Filler	9139
Filler	9139
Filler-loader	9139
Foreman, belt	9139
Foreman, transport, internal	9139
Foreman, yard, scrap	9139
Foreman	9139
Gatherer, rag	9139
Gatherer	9139
Guard, train	9139
Hand, belt	9139
Hand, box	9139
Hand, conveyor	9139
Hand, haulage	9139
Hand, warehouse, lace	9139
Handler, body	9139
Handler, coal	9139
Handler, material	9139
Handler, materials	9139
Handler, sheet	9139
Handler, stock	9139
Haulerman	9139
Helper-up	9139
Hooker	9139
Hopperman, dredge	9139
Hopperman	9139
Hopperman	9139
Jigman	9139
Keeper, stanch	9139
Knocker, catch, pit, staple	9139
Labourer, bulking-floor	9139
Labourer, grab	9139
Lander, clay	9139
Lander	9139
Layer-out	9139
Leader, timber	9139
Leader, water	9139
Leadsman	9139
Leveller	9139
Lifter, coke	9139
Loader, bulk	9139
Loader, coal	9139
Loader, coke	9139
Loader, furnace	9139
Loader, mechanical	9139
Loader, milk	9139
Loader, stone	9139
Loader, timber	9139
Loader, wagon	9139
Loader	9139
Loader	9139
Lobber	9139
Lowerer, wagon	9139
Machinist	9139
Machinist	9139
Man, barrow	9139
Man, battery	9139
Man, bottom	9139
Man, breeze	9139
Man, button, haulage	9139
Man, conveyor	9139
Man, guide, coke	9139
Man, junction	9139
Man, lock	9139
Man, mooring	9139
Man, motor, belt	9139
Man, ram	9139
Man, rope-way, aerial	9139
Man, service	9139
Man, sluice	9139
Man, timber	9139
Man, tool	9139
Man, traffic	9139
Man, yard	9139
Master, hopper	9139
Mate, driver's, dredger	9139
Minder, chain	9139
Operator, belt	9139
Operator, button	9139
Operator, car, ingot	9139
Operator, conveyor	9139
Operator, electrical	9139
Operator, panel	9139
Operator, plant, mobile	9139
Operator, point, transfer	9139
Operator, pusher	9139
Operator, ropeway	9139
Operator, tippler	9139
Operator, traverser, wagon	9139
Operator, turntable	9139
Patrol, belt	9139
Patrolman, belt	9139
Picker, bobbin	9139
Picker-up	9139
Piler, hot	9139
Piler	9139
Puller-down	9139
Pusher, truck	9139
Pusher	9139
Pusher-out	9139
Racker	9139
Racker	9139
Remover, scrap	9139
Ruller	9139
Runner, bobbin	9139
Runner, clay	9139
Runner, rope	9139
Runner, skip	9139
Runner, wagon	9139
Runner, water	9139
Runner, wool	9139
Runner	9139
Runner	9139
Server	9139
Shifter, iron	9139
Shifter	9139
Shipper	9139
Shipper	9139
Shuntman	9139
Stacker	9139
Stocker-up	9139
Stockman	9139
Stockman	9139
Stower, cake	9139
Stower, cement	9139
Stower	9139
Strapper	9139
Supervisor, rope, trot	9139
Supervisor	9139
Taker-off	9139
Taker-out	9139
Teemer	9139
Tipman	9139
Tipper, coal	9139
Tipper, coal	9139
Tipper, ore	9139
Tipper, scrap	9139
Tipper, shale	9139
Tipper, slag	9139
Tipper	9139
Tippler	9139
Trammer	9139
Trimmer, wagon	9139
Trolleyman	9139
Truckman	9139
Unloader, autoclave	9139
Unloader, kiln	9139
Wagoner	9139
Watchman-operator	9139
Wheeler, frit	9139
Wheeler, metal	9139
Wheeler, pick	9139
Wheeler	9139
Wheeler-in	9139
Worker, belt, conveyor	9139
Worker, belt	9139
Worker, room, ware	9139
Worker, service	9139
Worker, timber	9139
Yardman	9139
Yardsman	9139
Labourer, riveter's	9139
Assistant, checker's, iron	9139
Assistant, flanger's	9139
Assistant, galvaniser's	9139
Assistant, grinder's	9139
Assistant, hardener's	9139
Assistant, maker's, tool	9139
Assistant, shop, machine	9139
Assistant, temperer's	9139
Attendant, gun	9139
Attendant, locomotive	9139
Bankman	9139
Bayman	9139
Binder, iron	9139
Blockman	9139
Bowler, tyre	9139
Bowler	9139
Boy, clay	9139
Breaker-up	9139
Brusher	9139
Charger, tube	9139
Chipper and scaler	9139
Clearer, bottom, tuyere	9139
Dauber, ladle	9139
Felter	9139
Filler, barrow	9139
Filler, box	9139
Filler, pot	9139
Filler, spare	9139
Foreman, flat	9139
Grater	9139
Greaser	9139
Grinder, sweep	9139
Handyman	9139
Holder at drill	9139
Iron and steelworker	9139
Issuer, work	9139
Labourer, dock, dry	9139
Labourer	9139
Labourer	9139
Labourer	9139
Lad, roller	9139
Layer-on	9139
Limer	9139
Lubricator	9139
Man, bellows	9139
Man, bench	9139
Man, billet	9139
Man, dock	9139
Man, gang, shore	9139
Man, knock-out	9139
Man, scrap	9139
Man, turn, bye	9139
Man, yard, metal	9139
Mate, grinder's	9139
Mate, tester's	9139
Minder, block	9139
Minder, swift	9139
Operator, oil	9139
Puller-off	9139
Rinser, file	9139
Rucker	9139
Scaleman	9139
Scaler, metal	9139
Scaler	9139
Scraper	9139
Scrapper	9139
Scurfer	9139
Shopman	9139
Sorter, iron	9139
Steelworker	9139
Stocker	9139
Swiller	9139
Taker, work	9139
Tenter, press	9139
Turner, sheet	9139
Wiper, cutlery	9139
Wiper, scissors	9139
Worker, aircraft	9139
Worker, copper	9139
Worker, dock, dry	9139
Worker, dock	9139
Worker, dockyard	9139
Worker, engineering	9139
Worker, factory	9139
Worker, iron	9139
Worker, metal	9139
Worker, munitions	9139
Worker, steel	9139
Worker-round	9139
Yardman, metal	9139
Yardsman, metal	9139
Assistant, burner's	9139
Assistant, craft	9139
Assistant, electrician's	9139
Assistant, engineer's	9139
Assistant, fitter's	9139
Assistant, jointer's	9139
Assistant, lifter's	9139
Assistant, linesman's	9139
Assistant, maker's, boiler	9139
Assistant, maker's, coach	9139
Assistant, mechanic's	9139
Assistant, millwright's	9139
Assistant, plant, pilot	9139
Assistant, plater's	9139
Assistant, repairer's, wagon	9139
Assistant, reshearer's	9139
